field_id,latitude,longitude,year,season_number,season_length_days,ndvi_peak,ndvi_mean,ndvi_auc,ndvi_slope_mid,precip_cum,rh_mean,gdd_cum,solar_cum,water_stress_index,yield_kg_ha,sustainability_score
field_21.0000_96.1000,21.0,96.1,2021,1,60,0.6213,0.5188327868852458,498.65199999999993,0.0055833333333333,146.38,68.47245901639346,1059.2699999999998,990.34,0.2875845810803546,5562.873310134057,0.4604762385565528
field_21.0000_96.1000,21.0,96.1,2022,1,60,0.5604,0.5371180327868854,515.4832000000001,-0.0007,69.44999999999999,63.13360655737706,1040.5800000000002,1084.85,0.3325187523963093,5485.340094213747,0.4474640794729998
field_21.0000_96.1000,21.0,96.1,2023,1,60,0.5982,0.5846426229508195,561.0759999999998,-0.001516667,145.70999999999998,69.27131147540985,1050.19,1059.32,0.2787730131237121,5092.977129637461,0.44884297917233834
field_21.0000_96.1000,21.0,96.1,2024,1,60,0.6133,0.5682213114754099,545.5312,0.0019899999999999,155.35,69.82786885245902,1048.7599999999998,982.08,0.2734881107229239,5598.3281296351415,0.486449113905671
field_21.0000_96.1000,21.0,96.1,2025,1,60,0.603,0.5190426229508195,497.8055999999999,-0.005696667,225.3,77.71819672131147,1019.96,915.93,0.1984614648750336,5775.013473158388,0.5050350542555835
field_16.8000_96.2000,16.8,96.2,2014,1,60,0.4747,0.4612475409836064,442.8799999999999,7.333333333333451e-05,124.78,79.41868852459018,1023.12,1101.5000000000002,0.1836707726596792,5892.147183719716,0.49729351568433383
field_16.8000_96.2000,16.8,96.2,2015,1,46,0.4928,0.4713531914893619,347.1408000000001,-0.000916667,30.380000000000003,75.29574468085107,783.2700000000001,842.7900000000001,0.2195822841406367,5303.622756846157,0.4411419182367813
field_16.8000_96.2000,16.8,96.2,2016,1,46,0.4751,0.4668787234042552,343.6679999999999,-0.000436667,22.8,81.41042553191488,732.0600000000002,795.44,0.1584807367738042,5136.239383102834,0.44377216744492887
field_16.8000_96.2000,16.8,96.2,2017,1,30,0.5354,0.5248967741935483,252.108,0.0,10.6,82.58935483870968,469.22,536.6,0.1458787411030176,4457.497828974747,0.41284687094759465
field_16.8000_96.2000,16.8,96.2,2018,1,46,0.5358,0.503391489361702,370.51679999999993,-0.00205,28.3,78.67872340425532,759.27,792.5399999999998,0.1858837282329862,5099.725122570085,0.4463804789914124
field_16.8000_96.2000,16.8,96.2,2019,1,46,0.49,0.4771489361702128,351.0312,-0.001143333,3.97,73.70680851063828,721.12,824.3100000000001,0.2221159308284293,5458.757388184876,0.45556001120996786
field_16.8000_96.2000,16.8,96.2,2020,1,46,0.6102,0.5420468085106384,398.5552,-0.005216667,26.0,74.58106382978723,755.4,868.8899999999999,0.2209103856948846,5556.957547488865,0.4888102717312926
field_16.8000_96.2000,16.8,96.2,2021,1,46,0.5358,0.5120297872340428,376.6496000000002,-0.00054,52.99999999999999,83.28808510638297,700.4,851.3599999999999,0.1387207460389317,5207.6992859325,0.472844157152308
field_16.8000_96.2000,16.8,96.2,2022,1,46,0.5065,0.4996638297872343,367.86400000000015,0.0002233333333333,73.29,80.42510638297874,758.1499999999999,772.49,0.1705028765655649,5170.611184389331,0.45550586159264783
field_16.8000_96.2000,16.8,96.2,2023,1,46,0.5777,0.4646042553191489,341.4744,0.0024866666666666,10.07,81.93659574468084,786.3399999999999,818.05,0.1609487751923948,5024.64136604714,0.4328335776288589
